1,2,3
[],"['思う', '浮かぶ', '思う', '浮かぶ', 'いう', '思う', '浮かぶ', 'いう', 'いう', '思う', '浮かぶ']","['これ', 'これ', 'これ']"
['ない'],"['怒る', '解凍', 'する']",['人見知り']
"['極度', 'ない', '積極', 'ない', '非常', '正しい']","['やる', 'つける', '変える', 'ある', '取引', '失礼', '心配', 'する', '恐れる', 'てる', 'ほったらかす', '取引']","['いちゃもん', '人', '態度', '自分', '他', '礼儀']"
"['俗', 'うまい', '良い', '良い', '良い', '多い', '大胆', '大好き', '多い']","['ある', '出る', '言う', '入る', '旅行', '約束', 'なる', 'する', '意見', '変わる', '振り回す', '誘う', '聞こえる']","['短気', 'キレ', '表情', 'タイプ', '人', 'タイプ', '相手', '懐', 'ノリ', '愛嬌', '直前', '愛嬌', 'パチンコ', '車', 'スピード', '人', '周り', '笑い声']"
[],[],[]
"['明るい', '親しい', '明るい']","['怒る', 'とっつく', '心配', '仕事', 'する', '心配', '入れる', '爆発', 'する', '心配', 'なる', 'くる', '持つ', '帰る', 'する', 'なれる', 'なれる']","['人', '薬品', '袋', '夜中', '会社', '家', '誰', '人', 'だれ']"
['よい'],"['引く', 'やり遂げる', '動く', '出る', '言える']","['あと', '人当たり', '表']"
"['自分勝手', 'いい']","['考える', '言う']","['相手', '悪口', '外面']"
"['若い', 'すごい', '嫌', '悪い', '良い', '破天荒', '真面目', '大切', '達者']","['聞かす', 'からむ', 'けっこう', 'いう', '生む', '言う', 'する', '誘う', '行く', 'しゃべる', '通う']","['自己', '人', '酒', '愚痴', '物', 'タイプ', '私', '逆', 'あんた', 'ショック', 'わり', '人', '義理', '人情', 'どこ', '割', '人気もの', '仲間']"
"['ない', 'ない', 'ない']","['思い当たる', '思い当たる', '出かける']",['エピソード']
"['辛い', '好き', '積極']","['なる', '行動', 'する', '会える', '話', '聞く', '始める', '意見', '調べる', '納得', 'する', '行動', 'する', 'やる', '一緒', 'やる', 'やる']","['こちら', '身', '心身', '声', '何', '人', '自分', '人', 'それ', '消極']"
"['広い', '不明', 'ない', '嫌い', '悪い', '悪い', '素直', '真面目', '強い', '慎重', '積極', '苦手', '強い', 'ない']","['付き合える', '感じる', 'できる', '総合', '思う', '思う', '可愛がる', '思う', '下調べ', 'する', 'びっくり', 'する', '行動', 'する', '意識', '思う', '会話', '困る']","['こころ', '人', '割', '好き嫌い', 'それ', '付き合い', '感じ', '寝起き', '機嫌', '責任', '年上', '人', 'かなり', '何', '事前', '自分', '趣味', 'こちら', '消極', '社交', '初対面', '人']"
"['多い', '陰湿', 'いい加減', '多い', 'ない', '多い', '深い']","['する', 'する', '一貫', '知る']","['人', '人間', '感じ', '仕事場', '人間', '人間']"
"['早い', '問題', '悪い', '必要', '素晴らしい', '様々', '良い', 'よい']","['見抜く', 'ある', '伸ばす', '補う', '見る', 'かける', '差し入れる', '依頼', 'する', '進捗', '教える', 'やり遂げる', '期待', '応える', 'する', '仕事', '行動', '起こす', '影響', '考える', '行う', '働く', '派遣', 'アルバイト', '関係', '築く', '接す', 'する', '選ぶ', '雑談', '食事', '参加', 'する']","['長所', '短所', '自分', '長所', '短所', '自分', '姿勢', '周囲', '人', '体調', '声', '気遣い', '状況', '最後', 'こちら', '面', '何', '人物', '自分', '下', '社員', '距離', '付き合い', '人', '様子', '昼食']"
['自分勝手'],"['知る', '知る', '知る', '理解', 'できる', '知る']","['みんな', '井', '蛙', '大海', '田舎', '礼儀', '世の中', '本質', '人間', 'マナー']"
"['ない', 'ない']","['解答', '解答']",[]
[],[],[]
"['優しい', '辛い', '優しい', '公平', '優しい']","['遅れる', '怒る', '迎える', '感じる', '疲れる', '話す', '聞く', 'ある', '安心', 'ある', '率先', 'する', '行動', 'する', '見る', '判断', 'する', '客観', '判断', 'する', '感じる', '考える', '考える', '行動', 'する', '合わせる', '持つ']","['笑顔', '大抵', '自分', '外見', '実績', '周り', '相手']"
"['慎重', '積極', '新しい', 'ない', '必要']","['分かる', 'ある', '尊重', 'する', '仕事', '利用', '接す', '好く', '尊敬', 'する', '仕事', '連絡', '対応', 'する', '仕事', 'ある', '感じる', 'ある', '考える', '動く', '聞く', '行う', '言う', '入る', 'なる', 'ある', 'する', '接する', '言う']","['たま', '怒り', 'スイッチ', '基本', '私', '人当たり', '抜群', '誰', '個人', '最大', '長所', '休み', '責任', '何', '私', '妻', '感じ', 'スイッチ', '中年', '興味', '感じ', '人', '苦']"
"['ない', '少ない']","['いう', 'する', '怒る', '怒る', 'する', '言う', 'やりとげる', '計画', 'たてる', '動く', '飲む', '行く']","['顔', '何事', '自分']"
"['広い', '良好', '大人しい', '静か', '大人しい']","['許容', '納得', 'する', '受け入れる', '関係', '入院', 'する', 'する', '助ける', 'ある', '悪化', 'する', '生活', 'する', '生活', 'する', 'いう']","['範囲', '兄妹', '自分', '持病', '症状', 'どちら', '引っ込み思案', 'インドア']"
[],"['信頼', 'できる', '行動', 'ある']","['倫理', '人物', 'ひと']"
[],"['対応', '持つ']","['仕事場', 'お客', '何事', '興味']"
[],[],[]
"['ない', 'ない', 'ない', 'ない', 'ない', 'ない']","['わかる', 'わかる', 'わかる', 'わかる', 'わかる', 'わかる']",[]
['ない'],['回答'],[]
"['悪い', '面倒い', 'ない']","['否定', 'する', 'なる', 'する', '動く', '出せる', 'ある', '話す', '好く']","['自分', '機嫌', '笑顔', '興味', '消極', '受け身', '性格']"
"['ない', '難しい', 'いい', 'いい', 'いい', '悪い', '強い', 'いい', '面倒', '適当', '速い', '軽率', '積極', 'ない', 'ない', '速い', '得意']","['する', '話', '聞く', '話す', '送る', '理解', 'する', 'わかる', '返事', 'する', '暴言', '帰る', '変える', '見える', '頼れる', '思う', '演じる', 'とる', '特定', '見る', 'する', '思う', '扱い', 'する', '回転', '思う', '考える', '出す', '傷つける', '思う', '見せる', '思う', 'する', '行動', 'する', '世話', '焼く', '来る', 'する', '感謝', 'する', '回転', 'まくし立てる', '話す', '負ける', '接す']","['相手', '人', '主語', 'メッセージ', '相手', '態度', '人', '相手', '感じ', '人', '相手', '感じ', '態度', '人', '責任', '人', '顔', '人', '相手', '頭', '口', '私', '人', '自分', '人', 'メッセージ', '返信', '人', '返信', '何', '返信', '頭', '相手', '人']"
"['薄い', 'ない', '広い', '嫌い', '厳しい', '不機嫌', '長い', '端的', '多い', '悪い', '少ない', '仕方', 'うすい', '欲しい', '慎重', '極端', '怖い', 'よい', '軽やか', 'ない', '苦手', '不安']","['接す', 'する', '批判', '抱く', '持つ', 'いう', '忘れる', '思う', '話す', 'はしょる', '伝える', '失敗', 'する', '誤解', 'する', 'やる', '頼む', 'メモ', 'とる', '忘れる', '忘れる', 'する', 'メモ', 'とる', 'する', '行動', '思う', '発言', 'する', '考える', 'ある', '考える', '発言', 'する', '注文', 'する', 'する', '後悔', 'する', '読む', 'する', 'いう', '買い物', 'ある', '推す', '購入', 'する', '選ぶ', '支持', 'する', '動く', '動ける', '思う', '伝える', '避ける', '話す', '見つける', '乗る', '聞く', '知る', '話す', '続く', '開示', 'する']","['関心', '人', '心', '半面', '人', '何', '根', '言葉', '感じ', '自分', '気持ち', '責任', '場', '雰囲気', 'そこ', 'メニュー', 'クリック', '好条件', '真ん中', '自分', 'こちら', '考え', '波', 'サー', 'ファー', '自信', '人', '言葉', '自分']"
"['多い', '良い']","['ある', '約束', '守る']","['文句', '裏表', '人当たり']"
[],[],[]
"['つよい', 'ない']","['質問', 'ぼんやり', 'する', '答える', '判断', 'できる', '遭遇', 'する', 'わかる', 'できる', '出かける', '話しかける']","['偏見', '先入観', '自分', '一般', '場面', '日本語', '世界中', '誰']"
"['明るい', '慎重']","['言う', '聞く', '頼る', 'よる', '思う', '磨く', '試験', '挑戦', 'する', '話せる']","['片付け', '職場', '自分', '資格', '誰']"
"['優しい', 'うまい', 'よい', '広い']","['話', '持つ', '広がる', '意見', 'する']","['欠', 'パワー', '顔']"
"['ない', '悪い', '慎重']","['怒る', '見る', 'する', '思う', 'いる', '思う', '全う', 'する', '努力', 'する', '思う', '信頼', 'する', '導き出す', 'いう', '思う', 'ある', '向かう']","['人', '自分', '責務', '誰', 'どちら', '興味', '感じ', '誰', 'フレンドリー']"
['明るい'],"['許す', '笑わせる', 'なごむ', '頼む', 'やる', 'なる', 'つく', '話せる']","['大抵', '場', '心', '支え', '人', '消極', 'イラ', '場', '誰']"
"['微妙', 'すごい', 'いい', 'いい', 'いい', '正直', 'いい']","['思う', '思う', '思う', 'いる', 'いえる', '思う']","['最高', '炉', '最高', 'どちら', '感じ']"
[],"['見渡せる', '尊敬', 'する']","['ポーカー', 'フェイス', '人見知り']"
[],['回答'],[]
"['単純', '適当', '無い', 'ない']","['言う', '思う']","['短気', '人', '知的', '度胸', 'どちら']"
[],"['図れる', '見る', 'ある', 'おもう', '保守', '思う', '交流', 'する']","['他人', '距離', '偏見', '人', '本人', '責任', '人間', '身内']"
"['完全', '好き', '良い', '慎重', '軽率', '積極', '面倒']","['反する', '否定', 'する', '尊敬', 'できる', 'もつ', 'あたる', '放置', 'ある', '関係', '合う', '入る', '会話', 'する']","['自分', '中心', '自分', '考え', '思い', '人間', '自分', '責任', 'それ', '頭', '人間', '人付き合い', '自分', '欲望', '趣旨', '消極', '酒', '誰']"
"['偉い', '新しい', '見苦しい', '低い', '多い']","['接客', 'する', 'する', 'できる', '回す', 'ミス', 'する', '恐怖', 'ある', '言い訳', 'する', '挑戦', 'する', '思う', '話', '合う', '話', '盛り上がる']","['客', '立場', '人', '何', '自身', '社交', '知性']"
"['広い', 'まじめ', '前向き']","['教育', 'なる', '教育', '持つ', '教育', '教育', '教育', '関係']","['心', '悪人', '責任', '家庭', '家族', '家族', '自己', '責任', '関わり']"
"['悪い', 'ない', '慎重', '積極']",['管理'],"['お互い', '中間', 'それなり', 'お互い']"
"['多い', '新しい']","['気に入る', '受け入れる', '差別', 'する', '引越し', '分', '搬送', 'する', '搬送', '手続き', '後始末', '行う', '知る', 'やる', 'やる', '頼る', '頼る', 'いる', '無視', 'する', '実行', 'する', '関係', '作る', 'ある', 'なる']","['自分', '職業', '人', '本人', '荷物', '子供', '荷物', '残り', '自分', '人', '人', '手順', '人間', '趣味', 'サークル', 'ドック', 'ラン', '人', '知り合い']"
[],[],[]
[],[],[]
[],[],['柿原']
[],[],[]
['適当'],[],['割']
"['好き', '余計', '積極']","['困る', '掛ける', 'する', '見る', '聞く', 'する', '滑る', 'いう', '待つ', 'リレー', '練習', 'する', '掛ける', 'する']","['不馴れ', '声', 'お喋り', '口', 'どちら', '最初', '体育', '大会', '自主', 'メンバー', '声']"
"['自由', '良い', 'ない', '軽率', '多い']","['行動', '口出し', 'する', 'できる', '言える', 'ある', '行動', 'する', '発言', 'する']","['私', '外面', '何', 'お金', '立場', 'ネット', 'ネット', '社交']"
[],[],[]
"['ない', 'ない', 'ない']","['仕事', '仕事', 'する', '思う', '会う', '仕事', 'わかる']","['付き合い', '用事', '付き合い']"
['色々'],"['看護', '突っ込む', '出る', 'なる']","['仏頂面', '手', '友達']"
"['ない', 'ない', '慎重']","['意見', '噛み合う', '違う', 'ある', '見える', '感じる', '行動', 'する', '思う', '外出', '落とす', 'する', 'やる', '行動', 'する']","['自分', '責任', '人', '興味', '責任', '持ち物', '家', '自分', '趣味']"
"['好き', '悪い', '好き', '慎重', '好き', '積極', '良い']","['する', '見える', '思う', 'する', '執着', 'する', '抜ける', 'ある', '思う', 'する', '思う']","['自分', 'それ', '周り', '自分', '感じ', '自分', '基本', '自分', '外交']"
"['うまい', '入念']","['話しかける', '付き合う', '話す', '準備', 'する', 'する']","['近所', '方々', '家計', '保険', '近所', '高齢', '長話']"
[],[],[]
['ない'],[],[]
"['狭い', 'ない', '良い', '楽しい', '軽率', 'ない']","['思う', '会話', 'ある', '言える']","['心', '機嫌', '責任', 'どちら', '他人', '社交']"
['深い'],"['考える', '行動', '移す']",[]
"['良い', '悪い']","['怒る', '考える', '考える', '引く', 'こもる']","['外面', '自分', '自分', '家', '感じ']"
[],['なる'],[]
[],[],[]
[],[],[]
[],[],[]
[],[],[]
[],[],[]
"['狭い', '良い', 'ない', '慎重']",[],"['心', '感じ', '責任', '消極', '社交']"
"['多い', '親しい', '多い']",['決める'],"['自分', '友人']"
[],[],[]
"['細かい', '細かい']",['する'],[]
"['優しい', '短気', '悪い', 'ない', 'ない', 'ない']","['ある', '婚姻', '仕事', '辞める', '苦労', 'する', '計画', '辞める', '立つ', 'する', '失敗', 'する', 'する', '関係', '辞める']","['面', '人', '程度', '収入', '会社', '事業', '興味', '何', '好き嫌い', '職場', '対人']"
"['良い', '新しい']","['失敗', '許す', '仕事', 'する', '挑戦', 'する', '挨拶', 'する']",['人当たり']
"['ない', 'よい', 'よい', 'よい', 'よい']",[],[]
"['ない', 'ない', 'ない', 'ない', 'ない', 'ない']",[],['なに']
[],[],[]
['良い'],"['我慢', 'する', '頼る']","['私', 'わがまま', '私', '私', '家族', '人当たり']"
"['やさしい', 'まじめ', '慎重']",[],[]
"['問題', '温厚', 'ない']","['なくなる', '配る', 'ある', '動じる']","['憂', '経済', '不可', '専業', '主婦']"
"['好都合', 'いい', 'ルーズ', '好き', '多い']","['言える', 'する', 'ある', '感じる', 'ある', '行動', 'ある', '減る', 'すぎる']","['どっち', '自分', '人', '顔', '責任', 'お金', '気持ち', '本気', '関わり', '人', '社交']"
"['いい', '慎重']","['わかる', '押す', '潰す', 'なる', '思う', '知る', '喋る']","['愛想', '責任', 'そこ', '消極', '人', '人']"
['面倒'],"['困る', '給与', '関わる', '思う']",[]
"['少ない', '少ない']","['変化', 'わかる', '変化', 'わかる', 'いる', 'ある', '思う']","['表情', '表情', '社会', 'それなり', '地位', '社交']"
"['激しい', 'ない', '必要', 'ない', 'ない', '積極', 'ない']","['する', '間違える', '確認', '買う']","['裏表', '私', '責任', '場面']"
"['ない', 'ない']","['喋る', '仕事', 'ある', '居る']","['何事', '関心', '責任', '家庭', '責任', '関心', '友達']"
"['朗らか', 'ない']","['思う', '出す', '一緒', 'いる', 'フォロー', 'する', 'ある', 'チャレンジ', 'する', '出かける']","['人柄', '口', 'なん', '毎日', '日', '中']"
"['短気', '真剣', '高い', '義理堅い', 'ない']","['ある', '言う', 'ある', '仕事', '行動', 'ある']","['ブラック', 'ジョーク', '友達', '数']"
[],[],['あな']
[],"['対応', 'する']",['相手']
['やさしい'],"['理解', 'する', '仕事', 'ある', '生きる', 'やる', 'いる']","['責任', '自分', '友人']"
[],"['見える', '回答', '回答', '回答', '回答', '回答']",['本心']
"['良い', 'めんどい']","['思う', 'みる', 'みる', '入る', '見る', 'やる', 'はやる', 'する', '行動', 'する', 'する', '打ち解ける']","['人', '立場', '目上', '自分', '世界', '周り', 'タイプ', 'ノー', 'プラン', '物怖じ', '誰']"
"['神経質', '無責任', '簡単', '旺盛', '新しい']","['好く', 'ある', '考える', 'ある', 'チャレンジ', 'する', 'なる']","['誰', '部分', '物事', '好奇', '誰']"
"['ない', 'ない', 'ない', 'ない', 'ない', 'ない']",[],[]
[],[],[]
"['ない', '陰険']",[],['いとう']
[],[],[]
"['ない', '優しい']","['頼れる', '分かる', '探究', 'ある', 'なる']",['誰']
[],[],[]
"['狭い', '広い', '良い', '前向き']","['ある', 'ある', 'いる']","['部分', '部分', '外面', '警察', '幹部', '出身', '人柄', '近所', '地元', '職場', '仲間']"
['軽い'],['怒る'],['口']
[],"['行く', '話', 'する', 'なる', '言う']","['ライブ', '友達']"
[],"['ある', 'ある', 'ある', 'ある', 'ある']",['ありま']
[],[],[]
['怖い'],"['する', '障る']",['見た目']
[],[],['一般']
['うい'],['ゆく'],[]
"['ない', 'ない']",[],[]
['ない'],"['する', 'あう', 'わかる', 'わかる', 'する']","['やつ', '考え', '気']"
"['自由', '好き', '嫌', 'ない', 'ない', '特別', 'ない', '積極', '積極']","['する', 'やる', '反対', 'する', '言う', 'する', 'する', '見る', '仕事', 'ある', '行動', '起こす', '任せる', '仕事', '関係', '飲む', '行く', 'する', '行く']","['子供', '進路', '本人', '人', '悪口', '顔', '責任', '家', '責任', 'エピソード', '子供', '何', '自分', '私', '人', '私', 'どこ']"
"['悪い', 'ない']","['言える', 'ある', '思う', '思う', '言える']","['どちら', '印象', 'どちら', '社交']"
"['広い', '極端', '狭い', '良い', '深い']","['感じる', 'ある', 'ある', '感じる', 'ある', '転嫁', 'する', 'ある', '考える', '行動', '移す', 'ある', '思い込む', '行動', 'する', '電話', 'かける', '拒否', '反応', '示す', 'ある']","['心', '心', '八方美人', '表向き', '感じ', '責任']"
[],[],"['ナシ', 'ナシ', 'ナシ']"
[],[],['ボランティア']
[],"['左右', 'する']",['機嫌']
[],[],[]
['いい'],[],"['気前', '見た目', '性格']"
"['柔らかい', 'エネルギッシュ', '気軽']","['受け入れる', '頼む', 'やり遂げる', '考える', '行動', 'する', 'ある', '話しかける']","['なん', '印象', '最後', '好奇']"
['ない'],[],['カイト']
"['明るい', '明るい']",[],[]
[],[],[]
"['優しい', '早い', 'ない']","['受け止める', '接す', '持つ', '背負う', '買い物', 'かんがみる', '買う', '生活', '判断', '持てる']","['私', '自身', 'わ', '笑顔', '私', '自身', '責任', 'コストパフォーマンス', '日常', '物事', '男女', '隔たり', '誰', '交友']"
[],"['回答', 'いなす']",[]
[],[],[]
[],[],[]
['悪い'],['なる'],[]
['ない'],[],[]
[],[],['菜']
[],[],[]
"['冷たい', '真面目', 'いい']","['仕事', '言う', '言う']",['言動']
"['悪い', 'ない']","['言える', 'しゃしゃり出る', 'しゃしゃり出る', '言える']","['何', 'なん']"
"['広い', '悪い', '慎重', '無い']","['思う', '思う', '言える', '行動', 'する']","['心', '感じ', 'どちら', 'どちら']"
"['軽率', '慎重', '面倒', '迷惑', '無理', 'ない']","['思う', 'いう', '引く', '押し入る', '結婚', '生活', '就職', '呼ぶ', '嫁ぐ', '介護', 'する', '着せる', 'しく', '言う', '慣れる', '作業', '押し付ける', '罹患', 'する', 'する', '非難', 'する', 'ある', '判断', '持ち合わせる', 'する', 'やる', 'かける', '出来る', '思う', '執着', 'する', '妄想', '取れる']","['精神病', '家族', '自身', '他者', '境界', '他者', '永久', '年寄り', '恩', '人任せ', '他人', '家族', '病人', '様子', 'お前', 'お前', 'お前', 'お前', '切り', '私', '思い込み']"
['ない'],[],['いとう']
"['新しい', '好き', 'うまい']","['考える', '合わせる']","['自己', '中心', '自己', '中心', '自己', '中心', '自分', '周り']"
"['優しい', '軽率']","['思う', '飲食', '注文', 'する', '営業']","['笑顔', '責任', '人並み', 'マン']"
['ない'],[],['海津']
"['優しい', '良い', '強い', '慎重', '積極']",[],"['誰', '感じ', '何事', '責任', '何事', '何事', '社交']"
"['狭い', '気難しい', '良い', 'ない', '強い', '問題', 'ない', 'ない', 'アクティブ']","['取る', '許容', '言える', 'ずば抜ける', '思う', '投げ出す', '動く', '取る']","['人', '揚げ足', 'わがまま', 'キレ', '範囲', '性格', '人間', '悪人', '責任', '家庭', 'どちら', 'タイプ', '人', 'コミュニケーション', '人間']"
