MID,IOS_score,IOS_group,word_vec_avg_self,word_vec_avg_target,_merge,euclidean_distance,manhattan_distance,cosine_similarity
789.0,2.0,LowIOS,"[ 0.10662938  0.03034743  0.16815527  0.01030606  0.01899164  0.07171657
 -0.0295704   0.07621588 -0.06475122 -0.07492695  0.12891448 -0.02153624
 -0.04782759  0.02702041 -0.05306958  0.05690782 -0.01950665 -0.07336955
 -0.05732414  0.03987294 -0.00738889  0.09600488 -0.028863    0.02280448
  0.10074665 -0.09892783  0.02559504 -0.01383773  0.12666486  0.12148672
  0.13794771 -0.03627676 -0.03564616  0.02325225  0.0034743   0.11673028
 -0.0180842   0.09997714  0.12124836 -0.06218098 -0.01300906  0.04225293
  0.01586861  0.03635402  0.0245181  -0.1036104   0.04004173  0.07121743
 -0.01102663 -0.01947977]","[ 0.01741233 -0.01150862  0.09639724  0.03311532  0.00287386  0.06894448
 -0.00373031  0.08996116 -0.10123806 -0.08300937  0.08916616 -0.10928994
 -0.05212947  0.025699    0.00908659  0.07032791 -0.04510292 -0.06906123
 -0.0493435   0.05899124  0.12738208  0.14175041  0.00908131  0.03502113
  0.04825016 -0.0235214   0.1251824  -0.05664819  0.07776732  0.09006019
  0.08728172 -0.05023633 -0.03306014  0.0212995  -0.00060834  0.10642525
  0.06536464  0.1045555   0.14018777 -0.11766144  0.03468489  0.13499764
  0.01117298  0.10334685  0.05080437 -0.0567797   0.03623096  0.09500449
  0.06572402  0.01623989]",both,0.34219744170642885,1.84700350696221,0.78
790.0,7.0,HighIOS,"[ 0.06801548 -0.16600543  0.1379369  -0.06677531 -0.2106298   0.13055952
 -0.07393957  0.05761282 -0.15244503 -0.08510978  0.1183301  -0.07363516
  0.11349046 -0.01344756 -0.06189795  0.07523149 -0.01700185 -0.03228239
 -0.004806    0.08531815  0.15135042 -0.00553505  0.16620125  0.14327776
 -0.04541339  0.0247286   0.16890682  0.00840053  0.21724091  0.09099267
  0.10355193  0.02461345 -0.06430338 -0.00956562 -0.15038544  0.08569188
 -0.00947236  0.05153383  0.1256419  -0.22162233 -0.00142166  0.15364407
  0.0132066  -0.04999245  0.03994356 -0.12951568  0.00990298  0.28188995
  0.12604004 -0.11173651]","[ 3.87768261e-02 -6.64367229e-02  1.32653266e-01 -2.65629739e-02
  4.06137481e-02  5.75527363e-02 -1.90201234e-02 -1.41586959e-02
 -1.23112403e-01 -1.40538022e-01  9.95815843e-02 -1.48980349e-01
 -5.65853044e-02  8.48466977e-02 -1.36087427e-03  1.08480752e-01
 -1.05354786e-01 -5.68013377e-02  2.34903600e-02  9.84729156e-02
  5.92002757e-02  1.64122075e-01  8.32285285e-02 -3.00138108e-02
  2.71243658e-02 -8.83460976e-03  1.74482808e-01  1.55368801e-02
  1.65368930e-01  7.89407641e-02  1.03554823e-01 -8.15875977e-02
 -1.13221869e-01  6.19146600e-02  4.04695570e-02  1.41653421e-04
  1.15055010e-01  1.61546409e-01  3.23362648e-02 -9.18914452e-02
 -2.40745042e-02  1.87410638e-01 -1.09019820e-02  8.75918716e-02
  5.49319871e-02 -4.80875298e-02  6.72324002e-02  1.38176411e-01
  3.60206291e-02  2.88357735e-02]",both,0.6562965761374707,3.728135284036398,0.599
792.0,3.0,LowIOS,"[ 0.13975914  0.00558822  0.06982221  0.00585201  0.01014087 -0.01966773
 -0.00442306  0.11594383 -0.11473105 -0.04002733  0.09128956 -0.02533373
  0.05339433  0.16470985 -0.01025987  0.09349792  0.06117016 -0.11558677
 -0.02890987  0.07753504  0.22876866  0.19359343  0.02379848  0.1405458
 -0.01679318 -0.0638724   0.05539879 -0.01684523  0.04976325  0.0629466
 -0.03866157 -0.01366426 -0.13334493  0.06041008 -0.09058964  0.07712267
 -0.03239294  0.02100246  0.04248485 -0.09452484  0.13377257  0.00147767
 -0.01388851  0.11276419  0.10465439 -0.07465523 -0.00633728  0.15753338
  0.06431784 -0.06697015]","[ 0.0605167   0.05223037  0.08715726  0.09894918  0.0143665   0.05148876
 -0.02911614  0.03617625 -0.11699642 -0.19598971  0.11085414 -0.0018423
 -0.0211913   0.12215342 -0.00727256  0.05872649 -0.0512117  -0.19359869
 -0.09295657 -0.01041757  0.07728095  0.11238272 -0.03091132 -0.00058875
  0.14731103  0.02496731  0.11111419  0.04877107  0.0879433   0.0587506
  0.09435571 -0.01624987 -0.07499953  0.05031183 -0.06265442  0.06766651
  0.01593445  0.06251553  0.0703863  -0.04459491 -0.07672846 -0.01147123
  0.05805548  0.05020363  0.0029324  -0.03199277  0.06979053  0.06897776
  0.01314851  0.00779077]",both,0.5541084115828102,3.1619940190576017,0.546
795.0,5.0,HighIOS,"[ 0.10315716  0.09741659  0.10755376  0.05626493  0.04319147  0.1055357
 -0.07245905  0.03048875 -0.11280517 -0.0675996   0.06274395  0.01355844
  0.00198756  0.06767263  0.01589744  0.10401516 -0.09054875 -0.09373767
 -0.10016042  0.01597531  0.07418934  0.13930686  0.01753774 -0.00344896
  0.14467926 -0.0126814   0.10381123  0.00496609 -0.01425357  0.06352276
  0.09034618  0.0097872   0.00770286  0.03325051 -0.07302749  0.12127505
  0.03254592  0.07051673  0.07114004 -0.04182976  0.09772294 -0.03928769
 -0.02390282  0.10407666  0.05405628 -0.04828407  0.00957519  0.04696901
 -0.02077387  0.06572451]","[-0.01091907  0.03269982  0.13591713  0.02301575  0.05758079  0.09522712
 -0.06197777 -0.05687129 -0.07885657 -0.06761449  0.10853288 -0.01619233
 -0.05036241  0.00364596  0.06563646  0.09346474 -0.0329469  -0.02095575
 -0.05542761  0.14529294  0.09866568  0.14806359  0.01335781 -0.02045915
  0.09055491 -0.02846809  0.07876946 -0.05077545  0.05418952  0.02215268
  0.0569729  -0.04888011  0.00840527  0.05452877 -0.07772385  0.12517494
  0.03347706  0.11716529  0.07549644 -0.03233111  0.02623773  0.06960661
 -0.03479379  0.09070272  0.0585183  -0.05049811  0.0801108   0.06183141
  0.00102712 -0.00451449]",both,0.3429057710588686,1.841289674397558,0.764
798.0,2.0,LowIOS,"[ 0.08761229  0.04692898  0.11461762  0.08087478  0.03618385  0.1054948
  0.03625366  0.09005322 -0.09707475 -0.12568848  0.13357994 -0.05930672
 -0.02971923  0.1148868  -0.02015778  0.10038376 -0.05099129 -0.08464029
 -0.01885851 -0.02224266  0.08689842  0.11231596  0.00863567  0.03504211
 -0.01792791  0.02704812 -0.0098444   0.14571302  0.06607629  0.09137258
  0.07732008 -0.05034054 -0.00148537  0.01921245 -0.09672659 -0.06301776
  0.06934262  0.03366001  0.02422489 -0.18086879  0.09624096  0.09409646
 -0.01315666  0.07065948  0.06512882 -0.02077185  0.04782847  0.09805894
 -0.00775771 -0.06833938]","[ 0.02544145  0.0468358   0.11957642  0.01985203  0.10564033  0.10056058
 -0.04979893  0.01395203 -0.17240524 -0.12765461  0.08731135 -0.0476046
 -0.06063391  0.0526654  -0.03633712  0.02759625 -0.06253033  0.00316979
 -0.03234174  0.07180561  0.12210441  0.14374477  0.03869783  0.02677044
  0.03066645 -0.02820805  0.08928315  0.02001041  0.11846142  0.07865135
  0.09981379 -0.06623562 -0.06389753  0.05231046  0.01702589  0.01272301
 -0.01849187  0.05081688  0.10812692 -0.07813644  0.01079813  0.08341528
  0.04010927  0.09799666  0.06566098 -0.04993972  0.04758863  0.12773606
 -0.03171761  0.01334903]",both,0.4099102955027782,2.3448070026934147,0.704
800.0,3.0,LowIOS,"[ 0.09923935 -0.05306903  0.06281499 -0.02511339  0.03288987  0.05468232
 -0.07106452  0.0449525  -0.11563075 -0.1150629   0.12629138 -0.0271014
  0.03129777  0.03651373 -0.06352273  0.04544954  0.03384303 -0.11052483
 -0.1493472   0.06270581  0.20771965  0.10259966  0.09932627  0.02303373
  0.05149143  0.02290155  0.14745086 -0.01262012  0.10918956  0.03853033
  0.08184949 -0.03904565 -0.06559295  0.00941909 -0.01621523  0.09156124
 -0.04384316  0.0954532   0.11464272 -0.11511309 -0.02160286  0.04169454
  0.00620106  0.13131315  0.05424257 -0.01864563  0.01593439  0.24724443
  0.05690834 -0.1226894 ]","[ 0.07783099  0.00666676  0.09466798 -0.05861486  0.07537153  0.03530014
 -0.06350818  0.00729213 -0.02208092 -0.04454267  0.08527324 -0.06846253
 -0.04347639  0.06584027 -0.01081057  0.0587858  -0.03479851 -0.0681909
 -0.0697521   0.08363014  0.07737159  0.10511685  0.0992111   0.05623159
  0.04917813 -0.03088123  0.02653057 -0.05416829  0.05497878  0.06919498
  0.08582359 -0.01988235  0.0234898  -0.01631155 -0.01818233  0.07615461
  0.03714809  0.09365146  0.08449671 -0.12242345  0.00881454  0.08352861
 -0.00241752  0.09606622  0.0233409  -0.02076991 -0.00137616  0.07346099
  0.07437441 -0.04054523]",both,0.38742436311603046,2.0667118672281504,0.785
803.0,4.0,NA,"[ 0.0914209  -0.04572724  0.15863569  0.018114    0.03739695  0.06896073
 -0.05293304  0.09469841 -0.10976247 -0.0829374   0.11468925 -0.10582856
 -0.03864144  0.02348219 -0.04625694  0.08941721 -0.05464195 -0.09675556
 -0.04326179  0.014506    0.10453738  0.08389801 -0.04354137  0.02546708
  0.04594484 -0.01664548  0.11073438 -0.08828164  0.06662162  0.10339763
  0.12564857 -0.02871169 -0.06319863  0.00193793 -0.06087175  0.05572462
  0.04560027  0.12016379  0.15282308 -0.11414289 -0.00212435  0.1352642
  0.09757186  0.05035242  0.05312693 -0.04881879  0.01912532  0.19043395
  0.02721508  0.03592355]","[-0.00183396 -0.01278911  0.25355336  0.01557921  0.03165207  0.21505636
 -0.17738032  0.06150218  0.03785703  0.03350583  0.16309097 -0.13820615
 -0.05800052  0.02421158  0.03196149 -0.04000733  0.02421631 -0.21448031
 -0.13819459  0.04409709  0.07952786 -0.03787694 -0.09504322  0.01963338
  0.2165268   0.0343788   0.13653058 -0.07496468  0.22439554 -0.05718099
  0.14041612 -0.11058851 -0.02610547  0.0236498   0.07579154  0.23396114
  0.09684023  0.08900316  0.08292182 -0.04580661  0.00158866 -0.1015248
  0.13345933 -0.00196427 -0.06210586 -0.02442308  0.18271993  0.15704076
 -0.17073482  0.03715854]",both,0.6808014297244364,3.7654965177644044,0.561
805.0,6.0,HighIOS,"[ 0.09364649  0.01530043  0.08560146  0.00191989  0.07318238  0.04909515
 -0.052814    0.01769312 -0.09184011 -0.11604615  0.0887133  -0.0767462
 -0.05276814  0.07278463 -0.05525716  0.02568348 -0.0381337  -0.06943122
 -0.04970469  0.06563064  0.09460262  0.1086216   0.0606391   0.0576945
 -0.0019824  -0.05344933  0.08730046  0.02021823  0.10850631  0.08102863
  0.04550558 -0.02293161 -0.05854653 -0.02021249 -0.0258978   0.02614136
  0.01525626  0.08865064  0.04758455 -0.10929953  0.0142643   0.13096552
  0.0470648   0.08210778  0.06710659 -0.0273735   0.01456948  0.21293163
  0.04294065 -0.02243602]","[ 0.1253186   0.03471522  0.14017981  0.05299073  0.07160171  0.05426657
 -0.02575618 -0.00829658 -0.07709686 -0.10814861  0.08510227 -0.00931623
 -0.00484405  0.07601194 -0.06161486  0.06444991 -0.01045502 -0.0687748
 -0.11008553  0.00798738  0.02796634  0.08937986 -0.01949939 -0.04771223
  0.09521531 -0.04482864  0.04421609 -0.00148455  0.07820097  0.08563843
  0.0845467  -0.08400337 -0.08882119 -0.0092534  -0.00684504  0.09121492
 -0.04175025  0.07637378  0.10591099 -0.09466255  0.02642998  0.02919057
  0.08357628  0.04438794  0.07993855 -0.04844062  0.01963131  0.14053197
 -0.00033421 -0.02216417]",both,0.3144464209819693,1.7405950613319874,0.8
806.0,3.0,LowIOS,"[-0.06482007 -0.12645784  0.18950546  0.00574674 -0.05431814  0.0087218
 -0.09610179  0.04584068 -0.17093152  0.00788788 -0.03216834 -0.10962395
  0.02920177  0.09593844 -0.07697313  0.0218382   0.00755567 -0.15731806
 -0.10609646  0.05278227  0.16224992  0.04376088  0.03921212  0.08103219
  0.0724381   0.03628214  0.12394533 -0.02219287  0.15716507  0.14958847
  0.36582047 -0.05462956  0.02086825  0.05282085 -0.02422464  0.203292
 -0.03638513  0.05144622  0.09173167 -0.20984472 -0.02706757 -0.06918549
 -0.06001605 -0.11934031  0.07977676  0.14702892 -0.08038157  0.13081968
  0.18401298  0.00108977]","[-0.04059527 -0.1645509  -0.01930675 -0.14262757 -0.35160038  0.05491253
 -0.09120926  0.094721   -0.13243192  0.00280099 -0.01757922 -0.02307132
  0.05770129 -0.09567745 -0.04244652  0.25095227  0.02695565  0.20625032
 -0.11817025  0.09305777  0.205525    0.07869761 -0.00463506  0.16787343
 -0.09618287 -0.10793313  0.14355251 -0.02892805  0.22066899  0.09099907
  0.28565186  0.15327021  0.16194022  0.13107651 -0.1302207   0.17414597
 -0.04088535  0.20838755  0.09929949 -0.19227779  0.09570368  0.1478377
 -0.08223885  0.01337553 -0.06428841 -0.00185209 -0.17663822  0.2684467
  0.16487852 -0.09425074]",both,0.859449365704164,4.515876626595855,0.56
807.0,4.0,NA,"[ 1.29967242e-01 -7.96064883e-02  1.50020614e-01 -1.57446228e-02
 -5.90380058e-02  4.83353734e-02  9.23725124e-03  5.56106940e-02
  5.25302393e-03 -9.10878554e-02  1.22865684e-01 -1.05389461e-01
  1.33222115e-04  2.26056296e-02  9.37705766e-03  6.17406741e-02
 -4.28691059e-02 -3.38488147e-02 -2.03573816e-02  1.11624479e-01
  8.21497515e-02  3.99530679e-02  8.41914713e-02  1.17748089e-01
 -4.00795378e-02 -8.74300748e-02  4.89085540e-02 -6.76780269e-02
  1.27737045e-01  2.24197693e-02  5.48501387e-02  4.04659733e-02
 -3.47537920e-02  4.51713242e-03 -4.66059297e-02  8.89442638e-02
  5.02150618e-02  1.18124329e-01  1.62033767e-01 -1.55980289e-01
 -3.48622981e-03  1.14219464e-01  2.41696741e-02  4.61193509e-02
  1.11042418e-01 -1.24716766e-01  8.45286530e-03  1.48906976e-01
  1.47788435e-01 -4.76235151e-03]","[ 0.04108944 -0.13844718  0.14911294 -0.10905369 -0.12568247  0.06297588
  0.02023098  0.12099326 -0.08070056 -0.1132748   0.14104292 -0.1645243
 -0.0107471  -0.00784391 -0.01983726  0.09418362 -0.00652877 -0.13045892
 -0.11541092  0.11523475  0.18837997  0.16608554  0.07706065  0.17645288
  0.05713836 -0.11309654  0.17695278 -0.04440923  0.17592865  0.18956393
  0.19515716 -0.02722793 -0.16231701  0.01112552  0.00881583  0.26646847
 -0.04722786  0.15655749  0.15345946 -0.2546774   0.12267236  0.14075896
 -0.00915367  0.10125065 -0.02832376 -0.06524964  0.04110288  0.22902155
  0.17938381 -0.10203958]",both,0.555979022753418,3.207271149381995,0.806
808.0,5.0,HighIOS,"[ 0.0202585   0.07519143  0.08730441  0.05732271  0.13457403  0.07115598
 -0.07638221 -0.07007046 -0.11962732 -0.03900493  0.02344461 -0.06334226
 -0.09091151  0.14489494 -0.0052428   0.05127686 -0.09417649 -0.05413461
 -0.01005947  0.05377     0.08320089  0.04919836  0.06899249  0.04505399
  0.06143541 -0.01225199  0.14144629  0.11905602  0.06628568 -0.00806015
  0.01418977 -0.06782154 -0.00022019 -0.05366381 -0.07382164 -0.04601416
  0.01619969 -0.04880838  0.04520135 -0.16983023  0.04585155  0.09183563
  0.05588976  0.0140927   0.11268823  0.05513772 -0.01041657  0.19763592
 -0.01056895 -0.00200307]","[ 0.02176422 -0.03851927 -0.01204462 -0.05886302  0.09327041  0.03593108
 -0.02432676  0.0684812   0.023876   -0.03003493  0.16888838 -0.13015708
 -0.04371521  0.10346475  0.11660135  0.12037951 -0.06906313 -0.05023978
  0.02845619  0.0599005  -0.02055759  0.06427816 -0.15136406 -0.0003903
  0.17721623  0.00975141  0.04040784 -0.08641771 -0.05445723 -0.00666452
 -0.0490721  -0.00908802  0.03310617  0.13418691 -0.083873    0.02525661
  0.04551045  0.15308453  0.08606415 -0.0651111   0.027218    0.16063239
  0.03485889  0.12318849 -0.01483877  0.01126967  0.02267409  0.01933321
 -0.03794201  0.10413122]",both,0.6778580205351937,3.80205336259678,0.245
810.0,5.0,HighIOS,"[ 0.08306265  0.02070239  0.18542296  0.01530997  0.06570055  0.10141733
 -0.03651387  0.02289133 -0.08527302 -0.09301167  0.16368176 -0.00210471
 -0.0584012   0.04638075 -0.06038576  0.03620623  0.0395255  -0.05494163
 -0.08622289  0.10103724  0.01928446  0.09743463 -0.02930091  0.0277078
  0.11524882 -0.08222473  0.06501108 -0.05246901  0.13148703  0.0098334
  0.10511108 -0.07589713  0.00788006  0.00216024  0.01831983  0.1467645
 -0.02757758  0.07159147  0.15690905 -0.07372437  0.0249765   0.07440818
  0.05379759  0.05443679  0.04677608 -0.09296418  0.03080211  0.10899799
 -0.04075253 -0.06006104]","[ 0.09038728 -0.00898486  0.09613411 -0.01351496  0.04297933  0.06530546
 -0.05830201  0.04203577 -0.09816115 -0.12493778  0.07636001 -0.03626215
 -0.07699333  0.09276798 -0.06590308  0.0697571  -0.07473189 -0.03165403
 -0.00730039  0.05539231  0.08722832  0.11374528  0.02858585  0.04936919
 -0.01541157 -0.04924421  0.03855263 -0.00204194  0.10213759  0.09417281
  0.09989187 -0.03965683 -0.05591049 -0.06593596 -0.00589985  0.0074021
 -0.00910614  0.12507033  0.11616109 -0.10027674 -0.01538652  0.10131396
  0.12120052  0.07484208  0.07191595 -0.09165125  0.05483738  0.11627969
  0.03110464  0.04992364]",both,0.38402984172543664,2.176230251789093,0.742
813.0,4.0,NA,"[ 0.09810603 -0.00315886  0.06313179  0.01516215  0.02148174  0.0493217
 -0.06410789  0.0177245  -0.09462333 -0.10580205  0.07797549 -0.06704676
  0.007744    0.05615429 -0.01349667  0.08247171 -0.04130656 -0.1260464
 -0.08524448  0.02112701  0.15717123  0.09836846 -0.01537117  0.05214421
  0.08283733  0.03318434  0.09225325 -0.00222107  0.05429361  0.09969226
  0.06617458 -0.01788799 -0.05936046  0.02849786 -0.02233516  0.06898639
  0.01103982  0.08850113  0.06503921 -0.07896984  0.01964851  0.0461484
  0.02444744  0.08268061  0.08985486  0.01000336  0.05525514  0.12697099
  0.01191989 -0.01938847]","[ 0.13057846  0.03141277  0.04925887  0.03088089 -0.00028029  0.0329496
 -0.08948891 -0.02387123 -0.09096932 -0.08067545  0.0787256  -0.04230819
  0.04639594  0.02363944 -0.01677596  0.04592586 -0.05420678 -0.06551331
 -0.07590324  0.04849355  0.1505103   0.07781486 -0.03688097  0.00536482
  0.0356881   0.02817693  0.05763241 -0.02013625  0.041621    0.05922765
  0.09431416 -0.03261978 -0.10098692  0.08215617  0.04184894  0.07652656
 -0.01949659  0.12900202  0.06342568 -0.03484323  0.02416331  0.06608304
  0.04830454  0.0534959   0.15000774 -0.00758186  0.02908708  0.15571366
  0.01125663  0.03760136]",both,0.22171078091346977,1.3249335773289204,0.893
815.0,3.0,LowIOS,"[-0.00158743  0.01182914  0.06555084  0.01031641  0.06084817  0.08890574
 -0.04898515  0.11960181 -0.11858289 -0.06733374  0.10835632 -0.07574908
  0.01357279  0.02924343 -0.00759343 -0.00406661  0.04562751 -0.0473455
 -0.09211643 -0.0184909   0.17424667  0.13080215 -0.02539412  0.04073166
  0.01399384 -0.03795937  0.05637007 -0.06177391  0.0551759   0.07899574
  0.06274154 -0.03168077 -0.02369726  0.11405967 -0.08407983  0.1039843
  0.00596104  0.12670767  0.10399021 -0.04085282 -0.00070769  0.10845517
  0.01005014  0.09290405  0.03943479 -0.06480169  0.01968555  0.13824281
  0.04084027 -0.0244292 ]","[ 0.06227658  0.03668971  0.06634534  0.08557606 -0.0751763   0.02724806
  0.00352049  0.23277259 -0.1304738  -0.17148915  0.11152114 -0.11244321
  0.07236447 -0.03989495 -0.00137059  0.0974616   0.07701561 -0.1621877
  0.0155338   0.06996379  0.10768911  0.09801181  0.000647    0.12335292
  0.06037789 -0.12175605  0.0859323   0.02811323  0.20966294  0.13589899
  0.17719924  0.08294713 -0.06332026  0.06906381 -0.04146552  0.21350047
  0.02091487  0.02489758  0.25677305 -0.1278181   0.1661103   0.04233226
  0.04777537  0.07379618 -0.05666885 -0.1133628  -0.00153359  0.12924702
  0.10106996  0.00800313]",both,0.5540032308712578,3.3107522428035736,0.69
818.0,5.0,HighIOS,"[ 0.07447843  0.00760107  0.10996561  0.04824983  0.03498312  0.08727504
 -0.03778715  0.05086803 -0.01957791 -0.07460278  0.10870645 -0.04686657
 -0.04912539  0.07096887  0.05581022  0.09377529 -0.0473765  -0.12024595
 -0.01565401  0.02952447  0.0551246   0.1070271  -0.03236722 -0.00502777
  0.09717692 -0.01377095  0.01787692 -0.01795612  0.03232992  0.06585386
  0.0561516  -0.00018047 -0.00653932  0.03551063  0.01910097  0.02834659
  0.03947186  0.07893006  0.06658326 -0.0611152   0.01236586  0.06682577
  0.01409962  0.05245819  0.07116017 -0.06806768  0.07314523  0.06246478
  0.04764451  0.04432723]","[ 0.0463725  -0.01186693  0.06286778 -0.01362168  0.03244388  0.05906782
 -0.06533916  0.10816043 -0.05483128 -0.0802791   0.09070855 -0.05653074
 -0.04577568  0.06964675  0.00844376  0.09469455  0.00487964 -0.0647701
 -0.07221627  0.0595858   0.09082239  0.12439079 -0.00321397  0.0334603
  0.05142326 -0.03739038  0.0528727  -0.07382724  0.08484749  0.0525936
  0.0817254  -0.00888056 -0.01302461  0.01282358 -0.01392943  0.05851045
  0.04257024  0.12665848  0.10213461 -0.10972209  0.03969323  0.11928245
  0.0761705   0.08716013  0.0463712  -0.01043908  0.06127726  0.10010835
  0.05812306  0.01671144]",both,0.25274740903719867,1.5429654913023114,0.845
820.0,3.0,LowIOS,"[ 4.00555879e-02 -2.92450301e-02  1.22945808e-01  1.73045993e-02
  1.70874707e-02  1.03449419e-01 -5.49490638e-02  2.44224723e-02
 -4.54609618e-02 -1.18598811e-01  5.17248362e-02 -1.20206766e-01
 -4.68846336e-02  6.56710640e-02 -2.97358725e-03  6.73261657e-02
 -1.08011672e-02 -1.20660923e-01 -3.54119726e-02  1.46887517e-02
  1.20493680e-01  1.33423373e-01  3.66455223e-03  7.70314084e-03
  3.78124341e-02 -5.24850143e-03  9.03462917e-02 -4.49049808e-02
  3.36088166e-02  8.59816372e-02  6.23841248e-02 -2.15014629e-02
 -1.82371307e-02 -3.38172470e-03  2.76315204e-05  8.36218894e-02
  5.15398867e-02  8.43958855e-02  9.17652920e-02 -9.93167758e-02
  2.60219332e-02  8.31700042e-02  5.28414063e-02  9.20282900e-02
  6.82724267e-02 -3.07134800e-02  6.20106421e-02  8.65196809e-02
  5.85890636e-02 -2.09866781e-02]","[ 0.09994965  0.00976927  0.11998913  0.01341861 -0.00540276  0.01782476
 -0.08715764 -0.02093457 -0.05716499 -0.11732891  0.06538272 -0.04715718
 -0.00669956  0.05184001 -0.00985297  0.10877396 -0.00397786 -0.12355161
 -0.11337593  0.05882557  0.07134864  0.10230662 -0.03725075 -0.02641809
  0.04224621  0.01368147  0.0244198   0.00081745  0.03958799  0.06090558
  0.1327624   0.00028386 -0.01975415 -0.00639086  0.01219544  0.06975953
  0.01984878  0.12657991  0.09915181 -0.06710136  0.0302686   0.06623407
  0.052608    0.03787697  0.08805607  0.00945817  0.02945361  0.15417014
  0.00293071  0.00369482]",both,0.26706202810340657,1.4989041986409575,0.842
822.0,5.0,HighIOS,"[-0.01086522  0.03968426  0.08677417 -0.04376802  0.107668    0.12875398
 -0.0794191  -0.03442604 -0.07179164 -0.04011733  0.10407257 -0.00434601
 -0.05374197 -0.07884897  0.04307249  0.04819589 -0.15739179 -0.01229577
 -0.04642814  0.18634398  0.02134691  0.1533042   0.06159861 -0.10890249
  0.06276635 -0.08404985  0.07995195 -0.14339153  0.01354608 -0.00847695
  0.09499625 -0.06990208  0.0036004   0.08838308  0.02870554  0.09070823
  0.06126143  0.14463073  0.19869643 -0.0815536  -0.06875563  0.11719254
 -0.02793123  0.0395924   0.02481407 -0.0554359   0.16013645 -0.0143771
 -0.01942513  0.05890462]","[-0.12244473  0.08506945  0.37974653  0.12219112  0.10913444  0.18157256
 -0.13434272 -0.14052261 -0.18542038 -0.08892632  0.18474734  0.16299258
 -0.10695881 -0.1731109   0.0533818  -0.00592784 -0.02220126  0.04389569
 -0.072359    0.2595782   0.08932277  0.27141142  0.08027203 -0.21480198
  0.19366497 -0.01224035  0.04764429 -0.14372903  0.14140534 -0.01805264
  0.09474239 -0.10040195  0.04303667  0.07761847 -0.00110483  0.18580176
 -0.16214634  0.17417412  0.2668126   0.04778054 -0.10799459 -0.01187478
 -0.14454536  0.03399004  0.00177313 -0.14411716  0.1756754  -0.00063019
 -0.02146375 -0.14493662]",both,0.6883156480040961,3.721226282417774,0.736
830.0,6.0,HighIOS,"[ 0.08124465  0.01245551  0.18200238  0.18009709 -0.04044538  0.0121619
 -0.08170167  0.11983475 -0.01275499 -0.21113138  0.09319165 -0.09014642
  0.10904124 -0.0185227  -0.08467907  0.05327851 -0.05551897 -0.2608612
 -0.118776   -0.05096799 -0.012621    0.04496722 -0.03598643  0.01221449
  0.15810886 -0.04566982  0.15049823  0.0166363   0.15834185  0.07236549
  0.16701782 -0.06645551 -0.16209741  0.02134958  0.07696385  0.1857266
  0.06981011  0.08524731  0.22930594 -0.02799995  0.0005774   0.08316913
 -0.11147022  0.10993739  0.03896818 -0.09615291  0.12042708  0.02600737
  0.05099185 -0.01321741]","[ 0.08132804 -0.00880208  0.24163878  0.0406735   0.00883168  0.08948469
 -0.02745529  0.12549372 -0.09654175 -0.1410095   0.06378262 -0.04236767
 -0.05430938  0.02458452 -0.08216218  0.0711728  -0.04238249 -0.1311931
 -0.0847092  -0.01164066  0.05525759  0.06788529 -0.04689932 -0.04183849
  0.119162   -0.02615916  0.04239036 -0.04506542  0.13619973  0.08594559
  0.14487062 -0.00107742 -0.05859391 -0.03716475  0.02771403  0.06667875
 -0.01445271  0.10506811  0.18701556 -0.04639707 -0.01994582  0.0456296
  0.04615141  0.02504945  0.00201606 -0.05560682  0.07914482  0.10239052
 -0.00278827 -0.04895751]",both,0.46736958690488706,2.6686902213841677,0.788
836.0,6.0,HighIOS,"[ 0.08883164  0.03233186  0.0937793   0.04099297  0.03662951  0.07633294
 -0.03961265  0.06725523 -0.04508816 -0.09463657  0.08148948 -0.03950911
 -0.04162969  0.07131647  0.00140275  0.03581554  0.02375657 -0.12725052
 -0.0785557   0.04842827  0.0637434   0.13974328  0.0348467   0.04344444
  0.10833731 -0.07321595  0.05860685  0.01229464  0.09561794  0.07572035
  0.10066922  0.00946821 -0.01285485  0.0189237   0.00834748  0.10317902
  0.01376866  0.07416846  0.06602298 -0.06178361  0.00207316  0.0285051
 -0.00240938  0.05763501  0.05984348 -0.0163787   0.03942204  0.09862711
  0.04683979  0.0148717 ]","[ 0.14142475  0.07947601  0.06304476  0.089751    0.07461291  0.05825995
 -0.07676673 -0.01219863 -0.05133658 -0.05420883  0.0362967   0.03409604
  0.01028179  0.14127201 -0.05702025  0.02771478 -0.02793493 -0.07135528
 -0.0370024   0.00948445  0.05556387  0.16300541  0.0355477  -0.00404489
  0.06207288 -0.0526807   0.08026061  0.00497942  0.08984416  0.10718374
  0.08517589  0.04157432 -0.0116368   0.00968447  0.0113912   0.00438913
 -0.01639213  0.03139079  0.01524517 -0.00530094  0.06008067  0.01972039
 -0.00912036  0.03985019  0.04662205  0.02823569 -0.00047692  0.0888708
  0.02722009  0.01938349]",both,0.28579906744707056,1.6694806339219213,0.792
